,dEVI,Grid,Range
12582,1799,LLB,ESAR
12583,1799,LLB,ESAR
12584,1599.5,LLB,ESAR
12585,1599.5,LLB,ESAR
12586,1427.5,LLB,ESAR
12587,1427.5,LLB,ESAR
12588,1685.5,LLB,ESAR
12589,1354,LLB,ESAR
12590,1354,LLB,ESAR
12591,1389,LLB,ESAR
12592,1389,LLB,ESAR
12593,1460.5,LLB,ESAR
12594,1460.5,LLB,ESAR
12595,1742,LLB,ESAR
12596,1742,LLB,ESAR
12597,1898.5,LLB,ESAR
12598,1898.5,LLB,ESAR
12599,2242.5,LLB,ESAR
12600,2242.5,LLB,ESAR
12601,1816.5,LLB,ESAR
12602,NA,LLB,ESAR
12603,1618.5,LLB,ESAR
12604,1618.5,LLB,ESAR
12605,1726.5,LLB,ESAR
12606,1726.5,LLB,ESAR
12607,1820.5,LLB,ESAR
12608,1354,LLB,ESAR
12609,1354,LLB,ESAR
12610,1389,LLB,ESAR
12611,1389,LLB,ESAR
12612,1460.5,LLB,ESAR
12613,1460.5,LLB,ESAR
12614,1742,LLB,ESAR
12615,1742,LLB,ESAR
12616,1898.5,LLB,ESAR
12617,1898.5,LLB,ESAR
12618,2242.5,LLB,ESAR
12619,2242.5,LLB,ESAR
12620,NA,LLB,ESAR
12621,1816.5,LLB,ESAR
12622,1618.5,LLB,ESAR
12623,1618.5,LLB,ESAR
12624,1726.5,LLB,ESAR
12625,2118.5,LLB,ESAR
12626,2118.5,LLB,ESAR
12627,2451.5,LLB,ESAR
12628,2451.5,LLB,ESAR
12629,2270.5,LLB,ESAR
12630,2270.5,LLB,ESAR
12631,2349,LLB,ESAR
12632,2349,LLB,ESAR
12633,2508,LLB,ESAR
12634,2508,LLB,ESAR
12635,1661.5,LLB,ESAR
12636,1661.5,LLB,ESAR
12637,1414.5,LLB,ESAR
12638,1414.5,LLB,ESAR
12639,1537,LLB,ESAR
12640,1537,LLB,ESAR
12641,1389.5,LLB,ESAR
12642,2131.5,LLB,ESAR
12643,2131.5,LLB,ESAR
12644,2118.5,LLB,ESAR
12645,2118.5,LLB,ESAR
12646,2451.5,LLB,ESAR
12647,2451.5,LLB,ESAR
12648,2270.5,LLB,ESAR
12649,2270.5,LLB,ESAR
12650,2349,LLB,ESAR
12651,2349,LLB,ESAR
12652,2508,LLB,ESAR
12653,2508,LLB,ESAR
12654,1661.5,LLB,ESAR
12655,1661.5,LLB,ESAR
12656,1414.5,LLB,ESAR
12657,1414.5,LLB,ESAR
12658,1537,LLB,ESAR
12659,1537,LLB,ESAR
12660,2498.5,LLB,ESAR
12661,2492.5,LLB,ESAR
12662,2492.5,LLB,ESAR
12663,2562,LLB,ESAR
12664,2562,LLB,ESAR
12665,2567.5,LLB,ESAR
12666,2567.5,LLB,ESAR
12667,2555.5,LLB,ESAR
12668,2555.5,LLB,ESAR
12669,2546.5,LLB,ESAR
12670,2546.5,LLB,ESAR
12671,1859.5,LLB,ESAR
12672,1859.5,LLB,ESAR
12673,1529.5,LLB,ESAR
12674,1529.5,LLB,ESAR
12675,1493,LLB,ESAR
12676,1493,LLB,ESAR
12677,1192.5,LLB,ESAR
12678,1937,LLB,ESAR
12679,2498.5,LLB,ESAR
12680,2498.5,LLB,ESAR
12681,2492.5,LLB,ESAR
12682,2492.5,LLB,ESAR
12683,2562,LLB,ESAR
12684,2562,LLB,ESAR
12685,2567.5,LLB,ESAR
12686,2567.5,LLB,ESAR
12687,2555.5,LLB,ESAR
12688,2555.5,LLB,ESAR
12689,2546.5,LLB,ESAR
12690,2546.5,LLB,ESAR
12691,1859.5,LLB,ESAR
12692,1859.5,LLB,ESAR
12693,1529.5,LLB,ESAR
12694,1529.5,LLB,ESAR
12695,1493,LLB,ESAR
12696,3013.5,LLB,ESAR
12697,3013.5,LLB,ESAR
12698,2388,LLB,ESAR
12699,2388,LLB,ESAR
12700,2465,LLB,ESAR
12701,2465,LLB,ESAR
12702,2460,LLB,ESAR
12703,2460,LLB,ESAR
12704,2704.5,LLB,ESAR
12705,2704.5,LLB,ESAR
12706,2282,LLB,ESAR
12707,2282,LLB,ESAR
12708,1913,LLB,ESAR
12709,1913,LLB,ESAR
12710,1510,LLB,ESAR
12711,1510,LLB,ESAR
12712,1283.5,LLB,ESAR
12713,1283.5,LLB,ESAR
12714,2875,LLB,ESAR
12715,3013.5,LLB,ESAR
12716,3013.5,LLB,ESAR
12717,2388,LLB,ESAR
12718,2388,LLB,ESAR
12719,2465,LLB,ESAR
12720,2465,LLB,ESAR
12721,2460,LLB,ESAR
12722,2460,LLB,ESAR
12723,2704.5,LLB,ESAR
12724,2704.5,LLB,ESAR
12725,2282,LLB,ESAR
12726,2282,LLB,ESAR
12727,1913,LLB,ESAR
12728,1913,LLB,ESAR
12729,1510,LLB,ESAR
12730,1510,LLB,ESAR
12731,2900.5,LLB,ESAR
12732,2718.5,LLB,ESAR
12733,2718.5,LLB,ESAR
12734,2914,LLB,ESAR
12735,2914,LLB,ESAR
12736,3331,LLB,ESAR
12737,3331,LLB,ESAR
12738,3001,LLB,ESAR
12739,3001,LLB,ESAR
12740,2345.5,LLB,ESAR
12741,2345.5,LLB,ESAR
12742,1397.5,LLB,ESAR
12743,1397.5,LLB,ESAR
12744,1769,LLB,ESAR
12745,1769,LLB,ESAR
12746,1552,LLB,ESAR
12747,1552,LLB,ESAR
12748,1494.5,LLB,ESAR
12749,2900.5,LLB,ESAR
12750,2900.5,LLB,ESAR
12751,2718.5,LLB,ESAR
12752,2718.5,LLB,ESAR
12753,2914,LLB,ESAR
12754,2914,LLB,ESAR
12755,3331,LLB,ESAR
12756,3331,LLB,ESAR
12757,3001,LLB,ESAR
12758,3001,LLB,ESAR
12759,2345.5,LLB,ESAR
12760,2345.5,LLB,ESAR
12761,1397.5,LLB,ESAR
12762,1397.5,LLB,ESAR
12763,1769,LLB,ESAR
12764,1769,LLB,ESAR
12765,1552,LLB,ESAR
12766,1552,LLB,ESAR
12767,2730,LLB,ESAR
12768,3353,LLB,ESAR
12769,3353,LLB,ESAR
12770,2678.5,LLB,ESAR
12771,2678.5,LLB,ESAR
12772,3210,LLB,ESAR
12773,3210,LLB,ESAR
12774,2818.5,LLB,ESAR
12775,2818.5,LLB,ESAR
12776,2481,LLB,ESAR
12777,2481,LLB,ESAR
12778,1507.5,LLB,ESAR
12779,1507.5,LLB,ESAR
12780,1460,LLB,ESAR
12781,1460,LLB,ESAR
12782,1620,LLB,ESAR
12783,1620,LLB,ESAR
12784,3248.5,LLB,ESAR
12785,2730,LLB,ESAR
12786,2730,LLB,ESAR
12787,3353,LLB,ESAR
12788,3353,LLB,ESAR
12789,2678.5,LLB,ESAR
12790,2678.5,LLB,ESAR
12791,3210,LLB,ESAR
12792,3210,LLB,ESAR
12793,2818.5,LLB,ESAR
12794,2818.5,LLB,ESAR
12795,2481,LLB,ESAR
12796,2481,LLB,ESAR
12797,1507.5,LLB,ESAR
12798,1507.5,LLB,ESAR
12799,1460,LLB,ESAR
12800,1460,LLB,ESAR
12801,1620,LLB,ESAR
12802,3269.5,LLB,ESAR
12803,3269.5,LLB,ESAR
12804,3189,LLB,ESAR
12805,3189,LLB,ESAR
12806,3346,LLB,ESAR
12807,3346,LLB,ESAR
12808,3289,LLB,ESAR
12809,3289,LLB,ESAR
12810,2896.5,LLB,ESAR
12811,2896.5,LLB,ESAR
12812,2633.5,LLB,ESAR
12813,2633.5,LLB,ESAR
12814,1952.5,LLB,ESAR
12815,1952.5,LLB,ESAR
12816,1538,LLB,ESAR
12817,1538,LLB,ESAR
12818,1625.5,LLB,ESAR
12819,2860.5,LLB,ESAR
12820,2860.5,LLB,ESAR
12821,3269.5,LLB,ESAR
12822,3269.5,LLB,ESAR
12823,3189,LLB,ESAR
12824,3189,LLB,ESAR
12825,3346,LLB,ESAR
12826,3346,LLB,ESAR
12827,3289,LLB,ESAR
12828,3289,LLB,ESAR
12829,2896.5,LLB,ESAR
12830,2896.5,LLB,ESAR
12831,2633.5,LLB,ESAR
12832,2633.5,LLB,ESAR
12833,1952.5,LLB,ESAR
12834,1952.5,LLB,ESAR
12835,1538,LLB,ESAR
12836,1538,LLB,ESAR
12837,3068,LLB,ESAR
12838,3277,LLB,ESAR
12839,3277,LLB,ESAR
12840,3183.5,LLB,ESAR
12841,3183.5,LLB,ESAR
12842,3173,LLB,ESAR
12843,3173,LLB,ESAR
12844,3270,LLB,ESAR
12845,3270,LLB,ESAR
12846,3049.5,LLB,ESAR
12847,3049.5,LLB,ESAR
12848,1798,LLB,ESAR
12849,1798,LLB,ESAR
12850,1259.5,LLB,ESAR
12851,1259.5,LLB,ESAR
12852,1069.5,LLB,ESAR
12853,1069.5,LLB,ESAR
12854,2345,LLB,ESAR
12855,3068,LLB,ESAR
12856,3068,LLB,ESAR
12857,3277,LLB,ESAR
12858,3277,LLB,ESAR
12859,3183.5,LLB,ESAR
12860,3183.5,LLB,ESAR
12861,3173,LLB,ESAR
12862,3173,LLB,ESAR
12863,3270,LLB,ESAR
12864,3270,LLB,ESAR
12865,3049.5,LLB,ESAR
12866,3049.5,LLB,ESAR
12867,1798,LLB,ESAR
12868,1798,LLB,ESAR
12869,1259.5,LLB,ESAR
12870,1259.5,LLB,ESAR
12871,1069.5,LLB,ESAR
12872,NA,LLB,ESAR
12873,3483.5,LLB,ESAR
12874,3012,LLB,ESAR
12875,3012,LLB,ESAR
12876,3049.5,LLB,ESAR
12877,3049.5,LLB,ESAR
12878,3305,LLB,ESAR
12879,3305,LLB,ESAR
12880,2358.5,LLB,ESAR
12881,2358.5,LLB,ESAR
12882,2347.5,LLB,ESAR
12883,2347.5,LLB,ESAR
12884,2042,LLB,ESAR
12885,2042,LLB,ESAR
12886,2064,LLB,ESAR
12887,2064,LLB,ESAR
12888,1562,LLB,ESAR
12889,1562,LLB,ESAR
12890,2870.5,LLB,ESAR
12891,3483.5,LLB,ESAR
12892,3483.5,LLB,ESAR
12893,3012,LLB,ESAR
12894,3012,LLB,ESAR
12895,3049.5,LLB,ESAR
12896,3049.5,LLB,ESAR
12897,3305,LLB,ESAR
12898,3305,LLB,ESAR
12899,2358.5,LLB,ESAR
12900,2358.5,LLB,ESAR
12901,2347.5,LLB,ESAR
12902,2347.5,LLB,ESAR
12903,2042,LLB,ESAR
12904,2042,LLB,ESAR
12905,2064,LLB,ESAR
12906,2064,LLB,ESAR
12907,1562,LLB,ESAR
12908,3482.5,LLB,ESAR
12909,3589.5,LLB,ESAR
12910,3589.5,LLB,ESAR
12911,3434.5,LLB,ESAR
12912,3434.5,LLB,ESAR
12913,3587.5,LLB,ESAR
12914,3587.5,LLB,ESAR
12915,1634.5,LLB,ESAR
12916,1634.5,LLB,ESAR
12917,1588.5,LLB,ESAR
12918,1588.5,LLB,ESAR
12919,2361.5,LLB,ESAR
12920,2361.5,LLB,ESAR
12921,2837,LLB,ESAR
12922,2837,LLB,ESAR
12923,2478.5,LLB,ESAR
12924,2478.5,LLB,ESAR
12925,1539,LLB,ESAR
12926,3482.5,LLB,ESAR
12927,3482.5,LLB,ESAR
12928,3589.5,LLB,ESAR
12929,3589.5,LLB,ESAR
12930,3434.5,LLB,ESAR
12931,3434.5,LLB,ESAR
12932,3587.5,LLB,ESAR
12933,3587.5,LLB,ESAR
12934,1634.5,LLB,ESAR
12935,1634.5,LLB,ESAR
12936,1588.5,LLB,ESAR
12937,1588.5,LLB,ESAR
12938,2361.5,LLB,ESAR
12939,2361.5,LLB,ESAR
12940,2837,LLB,ESAR
12941,2837,LLB,ESAR
12942,2478.5,LLB,ESAR
12943,2478.5,LLB,ESAR
12944,3343.5,LLB,ESAR
12945,3644.5,LLB,ESAR
12946,3644.5,LLB,ESAR
12947,2535,LLB,ESAR
12948,2535,LLB,ESAR
12949,2180.5,LLB,ESAR
12950,2180.5,LLB,ESAR
12951,1773,LLB,ESAR
12952,1773,LLB,ESAR
12953,1995,LLB,ESAR
12954,1995,LLB,ESAR
12955,2530.5,LLB,ESAR
12956,2530.5,LLB,ESAR
12957,2837,LLB,ESAR
12958,2837,LLB,ESAR
12959,1967,LLB,ESAR
12960,1967,LLB,ESAR
12961,2879.5,LLB,ESAR
12962,3343.5,LLB,ESAR
12963,3343.5,LLB,ESAR
12964,3644.5,LLB,ESAR
12965,3644.5,LLB,ESAR
12966,2535,LLB,ESAR
12967,NA,LLB,ESAR
12968,NA,LLB,ESAR
12969,NA,LLB,ESAR
12970,1773,LLB,ESAR
12971,1773,LLB,ESAR
12972,1995,LLB,ESAR
12973,1995,LLB,ESAR
12974,2530.5,LLB,ESAR
12975,2530.5,LLB,ESAR
12976,2837,LLB,ESAR
12977,2837,LLB,ESAR
12978,1967,LLB,ESAR
12979,2950,LLB,ESAR
12980,2950,LLB,ESAR
12981,2354.5,LLB,ESAR
12982,2354.5,LLB,ESAR
12983,2378.5,LLB,ESAR
12984,2378.5,LLB,ESAR
12985,NA,LLB,ESAR
12986,NA,LLB,ESAR
12987,1730.5,LLB,ESAR
12988,1730.5,LLB,ESAR
12989,2889,LLB,ESAR
12990,2889,LLB,ESAR
12991,2249.5,LLB,ESAR
12992,2249.5,LLB,ESAR
12993,1769.5,LLB,ESAR
12994,1769.5,LLB,ESAR
12995,1948.5,LLB,ESAR
12996,1948.5,LLB,ESAR
12997,2809,LLB,ESAR
12998,2950,LLB,ESAR
12999,2950,LLB,ESAR
13000,2354.5,LLB,ESAR
13001,2354.5,LLB,ESAR
13002,2378.5,LLB,ESAR
13003,2378.5,LLB,ESAR
13004,1823.5,LLB,ESAR
13005,1823.5,LLB,ESAR
13006,1730.5,LLB,ESAR
13007,1730.5,LLB,ESAR
13008,2889,LLB,ESAR
13009,2889,LLB,ESAR
13010,2249.5,LLB,ESAR
13011,2249.5,LLB,ESAR
13012,1176.5,LLB,ESAR
13013,1969,LLB,ESAR
13014,1969,LLB,ESAR
13015,1646,LLB,ESAR
13016,1646,LLB,ESAR
13017,1459,LLB,ESAR
13018,1459,LLB,ESAR
13019,1400.5,LLB,ESAR
13020,1400.5,LLB,ESAR
13021,2522,LLB,ESAR
13022,2522,LLB,ESAR
13023,1176.5,LLB,ESAR
13024,1176.5,LLB,ESAR
13025,1969,LLB,ESAR
13026,1969,LLB,ESAR
13027,1646,LLB,ESAR
13028,2007.5,LLB,ESAR
13029,3265,LID,CL
13030,2575.5,LID,CL
13031,3060,LID,CL
13032,3060,LID,CL
13033,2689,LID,CL
13034,2446,LID,CL
13035,2446,LID,CL
13036,2571,LID,CL
13037,2571,LID,CL
13038,3063,LID,CL
13039,2576.5,LID,CL
13040,2576.5,LID,CL
13041,2689,LID,CL
13042,2689,LID,CL
13043,2446,LID,CL
13044,2446,LID,CL
13045,2571,LID,CL
13046,2571,LID,CL
13047,1409.5,LID,CL
13048,1409.5,LID,CL
13049,2228,LID,CL
13050,2228,LID,CL
13051,3181.5,LID,CL
13052,3181.5,LID,CL
13053,2797.5,LID,CL
13054,2797.5,LID,CL
13055,1912.5,LID,CL
13056,1912.5,LID,CL
13057,2185,LID,CL
13058,2010,LID,CL
13059,2467,LID,CL
13060,2467,LID,CL
13061,1409.5,LID,CL
13062,1409.5,LID,CL
13063,2228,LID,CL
13064,2228,LID,CL
13065,3181.5,LID,CL
13066,3181.5,LID,CL
13067,2797.5,LID,CL
13068,2797.5,LID,CL
13069,1912.5,LID,CL
13070,1912.5,LID,CL
13071,1768,LID,CL
13072,2689.5,LID,CL
13073,2689.5,LID,CL
13074,2133,LID,CL
13075,2133,LID,CL
13076,2175.5,LID,CL
13077,2175.5,LID,CL
13078,1969.5,LID,CL
13079,1969.5,LID,CL
13080,1737,LID,CL
13081,1737,LID,CL
13082,1570.5,LID,CL
13083,1570.5,LID,CL
13084,1215.5,LID,CL
13085,1215.5,LID,CL
13086,939,LID,CL
13087,1851.5,LID,CL
13088,1851.5,LID,CL
13089,1768,LID,CL
13090,1768,LID,CL
13091,2689.5,LID,CL
13092,2689.5,LID,CL
13093,2133,LID,CL
13094,2133,LID,CL
13095,2175.5,LID,CL
13096,2175.5,LID,CL
13097,1969.5,LID,CL
13098,1969.5,LID,CL
13099,1737,LID,CL
13100,1737,LID,CL
13101,1570.5,LID,CL
13102,1570.5,LID,CL
13103,1215.5,LID,CL
13104,1215.5,LID,CL
13105,1994.5,LID,CL
13106,1994.5,LID,CL
13107,1907,LID,CL
13108,1907,LID,CL
13109,2394,LID,CL
13110,2394,LID,CL
13111,2661.5,LID,CL
13112,2661.5,LID,CL
13113,2974,LID,CL
13114,2974,LID,CL
13115,2856,LID,CL
13116,2856,LID,CL
13117,2367,LID,CL
13118,2367,LID,CL
13119,1607,LID,CL
13120,1607,LID,CL
13121,1262,LID,CL
13122,1262,LID,CL
13123,1285.5,LID,CL
13124,1285.5,LID,CL
13125,1175.5,LID,CL
13126,2051,LID,CL
13127,2051,LID,CL
13128,1994.5,LID,CL
13129,1994.5,LID,CL
13130,1907,LID,CL
13131,1907,LID,CL
13132,2394,LID,CL
13133,2394,LID,CL
13134,2661.5,LID,CL
13135,2661.5,LID,CL
13136,2974,LID,CL
13137,2974,LID,CL
13138,2856,LID,CL
13139,2856,LID,CL
13140,2367,LID,CL
13141,2367,LID,CL
13142,1607,LID,CL
13143,1607,LID,CL
13144,1262,LID,CL
13145,1262,LID,CL
13146,1285.5,LID,CL
13147,2021,LID,CL
13148,1843.5,LID,CL
13149,1843.5,LID,CL
13150,2132,LID,CL
13151,2132,LID,CL
13152,2109,LID,CL
13153,2109,LID,CL
13154,2168,LID,CL
13155,2168,LID,CL
13156,3041.5,LID,CL
13157,3041.5,LID,CL
13158,2753.5,LID,CL
13159,2753.5,LID,CL
13160,2312.5,LID,CL
13161,2312.5,LID,CL
13162,2467,LID,CL
13163,2467,LID,CL
13164,1804.5,LID,CL
13165,1804.5,LID,CL
13166,1431.5,LID,CL
13167,1431.5,LID,CL
13168,1188.5,LID,CL
13169,1188.5,LID,CL
13170,1632,LID,CL
13171,1632,LID,CL
13172,1653,LID,CL
13173,1653,LID,CL
13174,2021,LID,CL
13175,2021,LID,CL
13176,1843.5,LID,CL
13177,1843.5,LID,CL
13178,2132,LID,CL
13179,2132,LID,CL
13180,2109,LID,CL
13181,2109,LID,CL
13182,2168,LID,CL
13183,2168,LID,CL
13184,3041.5,LID,CL
13185,3041.5,LID,CL
13186,2753.5,LID,CL
13187,2753.5,LID,CL
13188,2312.5,LID,CL
13189,2312.5,LID,CL
13190,2467,LID,CL
13191,2467,LID,CL
13192,1804.5,LID,CL
13193,1804.5,LID,CL
13194,1431.5,LID,CL
13195,1431.5,LID,CL
13196,1188.5,LID,CL
13197,1188.5,LID,CL
13198,1632,LID,CL
13199,1781,LID,CL
13200,1781,LID,CL
13201,1862,LID,CL
13202,1862,LID,CL
13203,1919,LID,CL
13204,1919,LID,CL
13205,1913.5,LID,CL
13206,1913.5,LID,CL
13207,1676,LID,CL
13208,1676,LID,CL
13209,1974,LID,CL
13210,1974,LID,CL
13211,3438,LID,CL
13212,3438,LID,CL
13213,3135,LID,CL
13214,3135,LID,CL
13215,2216,LID,CL
13216,2216,LID,CL
13217,2233,LID,CL
13218,2233,LID,CL
13219,2423.5,LID,CL
13220,2423.5,LID,CL
13221,1984.5,LID,CL
13222,1984.5,LID,CL
13223,1286,LID,CL
13224,1286,LID,CL
13225,1502,LID,CL
13226,1502,LID,CL
13227,2659.5,LID,CL
13228,2659.5,LID,CL
13229,1189.5,LID,CL
13230,943.5,LID,CL
13231,943.5,LID,CL
13232,1781,LID,CL
13233,1781,LID,CL
13234,1862,LID,CL
13235,1862,LID,CL
13236,1919,LID,CL
13237,1919,LID,CL
13238,1913.5,LID,CL
13239,1913.5,LID,CL
13240,1676,LID,CL
13241,1676,LID,CL
13242,1974,LID,CL
13243,1974,LID,CL
13244,3438,LID,CL
13245,3438,LID,CL
13246,3135,LID,CL
13247,3135,LID,CL
13248,2216,LID,CL
13249,2216,LID,CL
13250,2233,LID,CL
13251,2233,LID,CL
13252,2423.5,LID,CL
13253,2423.5,LID,CL
13254,1984.5,LID,CL
13255,1984.5,LID,CL
13256,1286,LID,CL
13257,1286,LID,CL
13258,1502,LID,CL
13259,1502,LID,CL
13260,2659.5,LID,CL
13261,1289,LID,CL
13262,987,LID,CL
13263,987,LID,CL
13264,1067,LID,CL
13265,1067,LID,CL
13266,1095.5,LID,CL
13267,1095.5,LID,CL
13268,1657,LID,CL
13269,1657,LID,CL
13270,1763.5,LID,CL
13271,1763.5,LID,CL
13272,1280.5,LID,CL
13273,1280.5,LID,CL
13274,2776,LID,CL
13275,2776,LID,CL
13276,2512,LID,CL
13277,2512,LID,CL
13278,3332.5,LID,CL
13279,3332.5,LID,CL
13280,2502,LID,CL
13281,2502,LID,CL
13282,2211,LID,CL
13283,2211,LID,CL
13284,2154,LID,CL
13285,2154,LID,CL
13286,1864.5,LID,CL
13287,1864.5,LID,CL
13288,1336,LID,CL
13289,1336,LID,CL
13290,2251.5,LID,CL
13291,2251.5,LID,CL
13292,1710.5,LID,CL
13293,1710.5,LID,CL
13294,1954,LID,CL
13295,1954,LID,CL
13296,1263.5,LID,CL
13297,1263.5,LID,CL
13298,1289,LID,CL
13299,1289,LID,CL
13300,987,LID,CL
13301,987,LID,CL
13302,1067,LID,CL
13303,1067,LID,CL
13304,1095.5,LID,CL
13305,1095.5,LID,CL
13306,1657,LID,CL
13307,1657,LID,CL
13308,1763.5,LID,CL
13309,1763.5,LID,CL
13310,1280.5,LID,CL
13311,1280.5,LID,CL
13312,2776,LID,CL
13313,2776,LID,CL
13314,2512,LID,CL
13315,2512,LID,CL
13316,3332.5,LID,CL
13317,3332.5,LID,CL
13318,2502,LID,CL
13319,2502,LID,CL
13320,2211,LID,CL
13321,2211,LID,CL
13322,2154,LID,CL
13323,2154,LID,CL
13324,1864.5,LID,CL
13325,1864.5,LID,CL
13326,1336,LID,CL
13327,1336,LID,CL
13328,2251.5,LID,CL
13329,2251.5,LID,CL
13330,1710.5,LID,CL
13331,1710.5,LID,CL
13332,1954,LID,CL
13333,1150.5,LID,CL
13334,1150.5,LID,CL
13335,1078,LID,CL
13336,1078,LID,CL
13337,1320.5,LID,CL
13338,1320.5,LID,CL
13339,1492,LID,CL
13340,1492,LID,CL
13341,1585.5,LID,CL
13342,1585.5,LID,CL
13343,1465,LID,CL
13344,1465,LID,CL
13345,1180.5,LID,CL
13346,1180.5,LID,CL
13347,1134.5,LID,CL
13348,1134.5,LID,CL
13349,1716,LID,CL
13350,1716,LID,CL
13351,2638.5,LID,CL
13352,2638.5,LID,CL
13353,3268,LID,CL
13354,3268,LID,CL
13355,2405,LID,CL
13356,2405,LID,CL
13357,1916.5,LID,CL
13358,1916.5,LID,CL
13359,2023.5,LID,CL
13360,2023.5,LID,CL
13361,1722.5,LID,CL
13362,1722.5,LID,CL
13363,1916.5,LID,CL
13364,1916.5,LID,CL
13365,2171,LID,CL
13366,2171,LID,CL
13367,1656,LID,CL
13368,1656,LID,CL
13369,1996,LID,CL
13370,1996,LID,CL
13371,702,LID,CL
13372,NA,LID,CL
13373,899,LID,CL
13374,1150.5,LID,CL
13375,1150.5,LID,CL
13376,1078,LID,CL
13377,1078,LID,CL
13378,1320.5,LID,CL
13379,1320.5,LID,CL
13380,1492,LID,CL
13381,1492,LID,CL
13382,1585.5,LID,CL
13383,1585.5,LID,CL
13384,1465,LID,CL
13385,1465,LID,CL
13386,1180.5,LID,CL
13387,1180.5,LID,CL
13388,1134.5,LID,CL
13389,1134.5,LID,CL
13390,1716,LID,CL
13391,1716,LID,CL
13392,2638.5,LID,CL
13393,2638.5,LID,CL
13394,3268,LID,CL
13395,3268,LID,CL
13396,2405,LID,CL
13397,2405,LID,CL
13398,1916.5,LID,CL
13399,1916.5,LID,CL
13400,2023.5,LID,CL
13401,2023.5,LID,CL
13402,1722.5,LID,CL
13403,1722.5,LID,CL
13404,1916.5,LID,CL
13405,1916.5,LID,CL
13406,2171,LID,CL
13407,2171,LID,CL
13408,762,LID,CL
13409,832,LID,CL
13410,832,LID,CL
13411,NA,LID,CL
13412,893,LID,CL
13413,1144,LID,CL
13414,1144,LID,CL
13415,992.5,LID,CL
13416,992.5,LID,CL
13417,956,LID,CL
13418,956,LID,CL
13419,1504,LID,CL
13420,1504,LID,CL
13421,1921.5,LID,CL
13422,1921.5,LID,CL
13423,1592.5,LID,CL
13424,1592.5,LID,CL
13425,1365.5,LID,CL
13426,1365.5,LID,CL
13427,1335,LID,CL
13428,1335,LID,CL
13429,2061,LID,CL
13430,2061,LID,CL
13431,2670,LID,CL
13432,2670,LID,CL
13433,2726.5,LID,CL
13434,2726.5,LID,CL
13435,2752,LID,CL
13436,2752,LID,CL
13437,2219.5,LID,CL
13438,2219.5,LID,CL
13439,1621,LID,CL
13440,1621,LID,CL
13441,1645,LID,CL
13442,1645,LID,CL
13443,1541,LID,CL
13444,1541,LID,CL
13445,2691,LID,CL
13446,828,LID,CL
13447,828,LID,CL
13448,762,LID,CL
13449,762,LID,CL
13450,832,LID,CL
13451,832,LID,CL
13452,893,LID,CL
13453,893,LID,CL
13454,1144,LID,CL
13455,1144,LID,CL
13456,992.5,LID,CL
13457,992.5,LID,CL
13458,956,LID,CL
13459,956,LID,CL
13460,1504,LID,CL
13461,1504,LID,CL
13462,1921.5,LID,CL
13463,1921.5,LID,CL
13464,1592.5,LID,CL
13465,1592.5,LID,CL
13466,1365.5,LID,CL
13467,1365.5,LID,CL
13468,1335,LID,CL
13469,1335,LID,CL
13470,2061,LID,CL
13471,2061,LID,CL
13472,2670,LID,CL
13473,2670,LID,CL
13474,2726.5,LID,CL
13475,2726.5,LID,CL
13476,2752,LID,CL
13477,2752,LID,CL
13478,2219.5,LID,CL
13479,2219.5,LID,CL
13480,1621,LID,CL
13481,1621,LID,CL
13482,1645,LID,CL
13483,874.5,LID,CL
13484,874.5,LID,CL
13485,832.5,LID,CL
13486,832.5,LID,CL
13487,855,LID,CL
13488,855,LID,CL
13489,788,LID,CL
13490,788,LID,CL
13491,1077.5,LID,CL
13492,1077.5,LID,CL
13493,951,LID,CL
13494,951,LID,CL
13495,924.5,LID,CL
13496,924.5,LID,CL
13497,1297,LID,CL
13498,1297,LID,CL
13499,1314,LID,CL
13500,1314,LID,CL
13501,2156.5,LID,CL
13502,2156.5,LID,CL
13503,1679.5,LID,CL
13504,1679.5,LID,CL
13505,1458,LID,CL
13506,1458,LID,CL
13507,1219,LID,CL
13508,1219,LID,CL
13509,3266.5,LID,CL
13510,3266.5,LID,CL
13511,2940.5,LID,CL
13512,2940.5,LID,CL
13513,3107.5,LID,CL
13514,3107.5,LID,CL
13515,3141,LID,CL
13516,3141,LID,CL
13517,2249,LID,CL
13518,2249,LID,CL
13519,1645.5,LID,CL
13520,1645.5,LID,CL
13521,1283,LID,CL
13522,1320,LID,CL
13523,1320,LID,CL
13524,874.5,LID,CL
13525,874.5,LID,CL
13526,832.5,LID,CL
13527,832.5,LID,CL
13528,855,LID,CL
13529,855,LID,CL
13530,788,LID,CL
13531,788,LID,CL
13532,1077.5,LID,CL
13533,1077.5,LID,CL
13534,951,LID,CL
13535,951,LID,CL
13536,924.5,LID,CL
13537,924.5,LID,CL
13538,1297,LID,CL
13539,1297,LID,CL
13540,1314,LID,CL
13541,1314,LID,CL
13542,2156.5,LID,CL
13543,2156.5,LID,CL
13544,1679.5,LID,CL
13545,1679.5,LID,CL
13546,1458,LID,CL
13547,1458,LID,CL
13548,1219,LID,CL
13549,1219,LID,CL
13550,3266.5,LID,CL
13551,3266.5,LID,CL
13552,2940.5,LID,CL
13553,2940.5,LID,CL
13554,3107.5,LID,CL
13555,3107.5,LID,CL
13556,3141,LID,CL
13557,3141,LID,CL
13558,1624,LID,CL
13559,1549,LID,CL
13560,1549,LID,CL
